"학교명","학교급","주소"
"두촌초등학교","초등학교","강원특별자치도 홍천군 두촌면 자은로 329"
"진안제일고등학교","고등학교","전북특별자치도 진안군 진안읍 대광3길 25-5"
"마사고등학교실습지","고등학교","전북특별자치도 장수군 천천면 승마로 1005-31"
"상봉중학교","중학교","서울특별시 중랑구 상봉중앙로8나길 28"
"불암중학교","중학교","서울특별시 노원구 한글비석로5길 45"
"대구신천초등학교","초등학교","대구광역시 동구 송라로6길 5"
"무주고등학교","고등학교","전북특별자치도 무주군 무주읍 한수로 32"
"왕궁중학교","중학교","전북특별자치도 익산시 왕궁면 왕궁로 556"
"김포고등학교","고등학교","경기도 김포시 봉화로 37-15"
"충현초등학교","초등학교","경기도 광명시 성채안로 16"
"신월중학교","중학교","경상남도 창원시 성산구 신월로37번길 12"
"보광고등학교","고등학교","경상남도 양산시 하북면 신평로 46"
"은척초등학교무릉분교장","초등학교","경상북도 상주시 은척면 무릉2길 2"
"경명여자중학교","중학교","대구광역시 북구 칠성로17길 18"
"진해신항초등학교","초등학교","경상남도 창원시 진해구 신항동로 158"
"합포여자중학교","중학교","경상남도 창원시 마산회원구 회성남11길 27"
"진광중학교","중학교","강원특별자치도 원주시 진광길 50"
"리라아트고등학교","고등학교","서울특별시 중구 소파로2길 24"
"군산월명중학교","중학교","전북특별자치도 군산시 설림5길 90"
"만덕중학교","중학교","부산광역시 북구 만덕1로 52"
"석양초등학교","초등학교","충청남도 부여군 석성면 증산로39번길 31"
"대청중학교","중학교","경상남도 김해시 번화1로 8"
"명덕초등학교","초등학교","경기도 안성시 대덕면 미륵로 16"
"곡성중학교","중학교","전라남도 곡성군 곡성읍 학교로 80"
"전주화산초등학교","초등학교","전북특별자치도 전주시 완산구 따박골7길 20"
"제주여자중학교","중학교","제주특별자치도 제주시 구산로 50"
"진영중학교","중학교","경상남도 김해시 진영읍 장등로 29"
"서울유현초등학교","초등학교","서울특별시 강북구 인수봉로37길 24"
"고양한내초등학교","초등학교","경기도 고양시 일산서구 고양대로255번길 27"
"예미초등학교운치분교장","초등학교","강원특별자치도 정선군 신동읍 운치길 51"
"광양백운중학교","중학교","전라남도 광양시 광장로 121"
"신정여자중학교","중학교","서울특별시 강서구 등촌로13아길 20"
"청명초등학교","초등학교","경기도 수원시 영통구 봉영로1744번길 41"
"미암초등학교","초등학교","전라남도 영암군 미암면 미중로 61"
"만덕초등학교","초등학교","부산광역시 북구 만덕1로 72"
"칠성중학교","중학교","경상남도 함안군 칠서면 삼칠로 1303"
"충주중앙초등학교","초등학교","충청북도 충주시 연원5길 19"
"재현고등학교","고등학교","서울특별시 노원구 덕릉로82길 64"
"서울숭례초등학교","초등학교","서울특별시 성북구 종암로5길 14"
"안산청석초등학교","초등학교","경기도 안산시 상록구 해양1로 48"
"대구동성초등학교","초등학교","대구광역시 수성구 수성로 311"
"한양대학교사범대학부속고등학교","고등학교","서울특별시 성동구 마조로 42"
"문장초등학교","초등학교","경기도 여주시 흥천면 문바실길 20"
"팔마초등학교","초등학교","전라남도 순천시 해룡면 장선배기길 113"
"전곡고등학교","고등학교","경기도 연천군 전곡읍 전은길 9-89"
"천호중학교","중학교","서울특별시 강동구 상암로 153"
"내서초등학교","초등학교","경상남도 창원시 마산회원구 북성로 480"
"이리중앙초등학교","초등학교","전북특별자치도 익산시 인북로 77"
"금성초등학교금계분교장","초등학교","충청남도 금산군 금성면 어필각로 448"
"서생초등학교","초등학교","울산광역시 울주군 서생면 신암해안길 58"
"대전관저초등학교","초등학교","대전광역시 서구 관저동로 161"
"대진고등학교","고등학교","서울특별시 노원구 공릉로62가길 47"
"서울양진초등학교","초등학교","서울특별시 광진구 워커힐로 32"
"경화여자고등학교","고등학교","경기도 광주시 수하길11번길 43"
"만덕고등학교","고등학교","부산광역시 북구 함박봉로140번길 98-12"
"서울연희초등학교","초등학교","서울특별시 서대문구 연희로 136"
"풍각중학교","중학교","경상북도 청도군 풍각면 헐티로 185"
"동해광희중학교","중학교","강원특별자치도 동해시 청운로 112"
"청운중학교","중학교","서울특별시 종로구 창의문로 51"
"외서초등학교","초등학교","전라남도 순천시 외서면 반월로 6"
"안미초등학교","초등학교","강원특별자치도 평창군 대화면 하안미길 11-8"
"동명초등학교","초등학교","대전광역시 동구 천개동로 16"
"대구북중학교","중학교","대구광역시 북구 공항로 50"
"해성중학교","중학교","경상남도 남해군 남면 남면로1835번길 8-4"
"예산전자공업고등학교","고등학교","충청남도 예산군 예산읍 벚꽃로351번길 21"
"서울누원초등학교","초등학교","서울특별시 도봉구 마들로 859-44"
"상촌초등학교","초등학교","경기도 수원시 권선구 금곡로31번길 92"
"부춘초등학교","초등학교","충청남도 서산시 양유정3로 9"
"양명고등학교","고등학교","경기도 안양시 만안구 경수대로1001번길 184"
"파주고등학교","고등학교","경기도 파주시 문산읍 독산로31번길 39"
"강남영상미디어고등학교","고등학교","인천광역시 강화군 길상면 강화남로 57"
"갈담초등학교","초등학교","전북특별자치도 임실군 강진면 호국로 65"
"용북초등학교","초등학교","전북특별자치도 익산시 용안면 용북로 81"
"포산중학교","중학교","대구광역시 달성군 유가읍 테크노북로6길 10"
"차황초등학교","초등학교","경상남도 산청군 차황면 친환경로 3575"
"석화초등학교","초등학교","강원특별자치도 홍천군 홍천읍 석화안길1길 12"
"장유중학교","중학교","경상남도 김해시 장유로 420"
"서울남정초등학교","초등학교","서울특별시 용산구 원효로64길 17-10"
"대성중학교","중학교","경상남도 창녕군 대합면 신안길 17"
"논산고등학교","고등학교","충청남도 논산시 시민로 173-9"
"금대초등학교","초등학교","강원특별자치도 원주시 판부면 금대길 10"
"영암낭주중학교","중학교","전라남도 영암군 학산면 영산로 40"
"광주북초등학교","초등학교","광주광역시 북구 하서로 985"
"후평중학교","중학교","강원특별자치도 춘천시 서부대성로239번길 58"
"서울영도초등학교","초등학교","서울특별시 양천구 목동중앙로 70"
"추자초등학교신양분교장","초등학교","제주특별자치도 제주시 추자면 추자로 553-10"
"온빛초등학교","초등학교","세종특별자치시 만남로 174"
"남해고등학교","고등학교","경상남도 남해군 이동면 무림로 46-2"
"임호중학교","중학교","경상남도 김해시 내외로 117"
"청룡초등학교","초등학교","부산광역시 금정구 팔송로 6"
"도래울중학교","중학교","경기도 고양시 덕양구 도래울로 57"
"아주초등학교","초등학교","경상남도 거제시 탑곡로4길 24"
"대전자운초등학교","초등학교","대전광역시 유성구 자운로97번길 380"
"송산중학교","중학교","경기도 화성시 송산면 송산포도로 162"
"운리초등학교","초등학교","광주광역시 서구 풍암운리로23번길 5"
"서정초등학교","초등학교","전라남도 해남군 송지면 달마로 524"
"울산산업고등학교","고등학교","울산광역시 울주군 삼남면 반구대로 675"
"대구학정초등학교","초등학교","대구광역시 북구 학남로 32"
"원미중학교","중학교","경기도 부천시 원미구 원미로182번길 15"
"전일고등학교","고등학교","전북특별자치도 전주시 완산구 우전로 249"
"수원중촌초등학교","초등학교","경기도 수원시 권선구 금곡로 140번길 30"
"서귀포초등학교","초등학교","제주특별자치도 서귀포시 솔동산로11번길 17"
"곡선중학교","중학교","경기도 수원시 권선구 경수대로312번길 23-10"
"대광중학교","중학교","서울특별시 동대문구 안암로 6"
"제천제일고등학교","고등학교","충청북도 제천시 의병대로 177"
"명지중학교","중학교","서울특별시 서대문구 명지2길 56"
"치악초등학교","초등학교","강원특별자치도 원주시 한지공원길 77"
"남한중학교","중학교","경기도 하남시 하남대로802번길 21"
"매산초등학교","초등학교","울산광역시 북구 매산로 53"
"과천중앙고등학교","고등학교","경기도 과천시 교육원로 17"
"함안고등학교","고등학교","경상남도 함안군 가야읍 함안대로 630"
"경일여자고등학교","고등학교","대구광역시 남구 효성로 37"
"목포연산초등학교","초등학교","전라남도 목포시 원산중앙로 88"
"현곡초등학교","초등학교","경상북도 경주시 현곡면 다경길 16-7"
"매원고등학교","고등학교","경기도 수원시 영통구 삼성로213번길 120"
"분당중학교","중학교","경기도 성남시 분당구 황새울로 4"
"북포초등학교","초등학교","인천광역시 옹진군 백령면 가을길 117"
"함덕초등학교","초등학교","제주특별자치도 제주시 조천읍 일주동로 1231"
"서일중학교","중학교","충청남도 서산시 지곡면 화천3길 56"
